building,timestamp,kwh
Building_B,2024-05-02,106
Building_B,2024-05-03,113
Building_B,2024-05-04,153
Building_B,2024-05-05,149
Building_B,2024-05-06,132
Building_B,2024-05-07,172
Building_B,2024-05-08,138
Building_B,2024-05-09,199
Building_B,2024-05-10,184
Building_B,2024-05-11,111
Building_B,2024-05-12,159
Building_B,2024-05-13,117
Building_B,2024-05-14,193
Building_B,2024-05-15,141
Building_B,2024-05-16,159
Building_B,2024-05-17,166
Building_B,2024-05-18,178
Building_B,2024-05-19,175
Building_B,2024-05-20,110
Building_B,2024-05-21,124
Building_B,2024-05-22,173
Building_B,2024-05-23,191
Building_B,2024-05-24,109
Building_B,2024-05-25,193
Building_B,2024-05-26,113
Building_B,2024-05-27,182
Building_B,2024-05-28,123
Building_B,2024-05-29,199
Building_B,2024-05-30,103
Building_B,2024-05-31,156
Building_B,2024-06-01,140
Building_B,2024-06-02,135
Building_B,2024-06-03,196
Building_B,2024-06-04,148
Building_B,2024-06-05,190
Building_B,2024-06-06,189
Building_B,2024-06-07,155
Building_B,2024-06-08,192
Building_B,2024-06-09,140
Building_B,2024-06-10,196
Building_B,2024-06-11,180
Building_B,2024-06-12,185
Building_B,2024-06-13,133
Building_B,2024-06-14,140
Building_B,2024-06-15,146
Building_B,2024-06-16,128
Building_B,2024-06-17,177
Building_B,2024-06-18,158
Building_B,2024-06-19,150
Building_B,2024-06-20,142
Building_B,2024-06-21,160
Building_B,2024-06-22,198
Building_B,2024-06-23,103
Building_B,2024-06-24,102
Building_B,2024-06-25,185
Building_B,2024-06-26,170
Building_B,2024-06-27,176
Building_B,2024-06-28,104
Building_B,2024-06-29,163
Building_B,2024-06-30,147
Building_B,2024-07-01,145
Building_B,2024-07-02,175
Building_B,2024-07-03,189
Building_B,2024-07-04,156
Building_B,2024-07-05,166
Building_B,2024-07-06,197
Building_B,2024-07-07,124
Building_B,2024-07-08,195
Building_B,2024-07-09,152
Building_B,2024-07-10,154
Building_B,2024-07-11,169
Building_B,2024-07-12,130
Building_B,2024-07-13,129
Building_B,2024-07-14,190
Building_B,2024-07-15,120
Building_B,2024-07-16,148
Building_B,2024-07-17,174
Building_B,2024-07-18,188
Building_B,2024-07-19,188
Building_B,2024-07-20,106
Building_B,2024-07-21,152
Building_B,2024-07-22,123
Building_B,2024-07-23,178
Building_B,2024-07-24,176
Building_B,2024-07-25,111
Building_B,2024-07-26,178
Building_B,2024-07-27,180
Building_B,2024-07-28,112
Building_B,2024-07-29,122
Building_B,2024-07-30,174
Building_B,2024-07-31,170
Building_B,2024-08-01,183
Building_B,2024-08-02,176
Building_B,2024-08-03,155
Building_B,2024-08-04,111
Building_B,2024-08-05,103
Building_B,2024-08-06,127
Building_B,2024-08-07,165
Building_B,2024-08-08,152
Building_B,2024-08-09,128
Building_B,2024-08-10,192
Building_B,2024-08-11,134
Building_B,2024-08-12,105
Building_B,2024-08-13,150
Building_B,2024-08-14,127
Building_B,2024-08-15,104
Building_B,2024-08-16,182
Building_B,2024-08-17,160
Building_B,2024-08-18,138
Building_B,2024-08-19,131
Building_B,2024-08-20,102
Building_B,2024-08-21,120
Building_B,2024-08-22,103
Building_B,2024-08-23,127
Building_B,2024-08-24,181
Building_B,2024-08-25,148
Building_B,2024-08-26,115
Building_B,2024-08-27,104
Building_B,2024-08-28,195
Building_B,2024-08-29,159
Building_B,2024-08-30,151
Building_B,2024-08-31,161
Building_B,2024-09-01,117
Building_B,2024-09-02,177
Building_B,2024-09-03,137
Building_B,2024-09-04,149
Building_B,2024-09-05,106
Building_B,2024-09-06,152
Building_B,2024-09-07,102
Building_B,2024-09-08,188
Building_B,2024-09-09,185
Building_B,2024-09-10,184
Building_B,2024-09-11,176
Building_B,2024-09-12,106
Building_B,2024-09-13,132
Building_B,2024-09-14,112
Building_B,2024-09-15,117
Building_B,2024-09-16,130
Building_B,2024-09-17,127
Building_B,2024-09-18,164
Building_B,2024-09-19,151
Building_B,2024-09-20,187
Building_B,2024-09-21,134
Building_B,2024-09-22,140
Building_B,2024-09-23,198
Building_B,2024-09-24,107
Building_B,2024-09-25,153
Building_B,2024-09-26,122
Building_B,2024-09-27,175
Building_B,2024-09-28,113
Building_B,2024-09-29,184
Building_B,2024-09-30,104
Building_B,2024-10-01,181
Building_B,2024-10-02,109
Building_B,2024-10-03,188
Building_B,2024-10-04,122
Building_B,2024-10-05,104
Building_B,2024-10-06,195
Building_B,2024-10-07,102
Building_B,2024-10-08,130
Building_B,2024-10-09,154
Building_B,2024-10-10,150
Building_B,2024-10-11,190
Building_B,2024-10-12,120
Building_B,2024-10-13,195
Building_B,2024-10-14,111
Building_B,2024-10-15,143
Building_B,2024-10-16,164
Building_B,2024-10-17,170
Building_B,2024-10-18,155
Building_B,2024-10-19,147
Building_B,2024-10-20,164
Building_B,2024-10-21,101
Building_B,2024-10-22,193
Building_B,2024-10-23,152
Building_B,2024-10-24,109
Building_B,2024-10-25,165
Building_B,2024-10-26,180
Building_B,2024-10-27,185
Building_B,2024-10-28,147
Building_B,2024-10-29,128
Building_B,2024-10-30,104
Building_B,2024-10-31,122
Building_B,2024-11-01,116
Building_B,2024-11-02,163
Building_B,2024-11-03,182
Building_B,2024-11-04,144
Building_B,2024-11-05,143
Building_B,2024-11-06,198
Building_B,2024-11-07,144
Building_B,2024-11-08,123
Building_B,2024-11-09,127
Building_B,2024-11-10,104
Building_B,2024-11-11,113
Building_B,2024-11-12,122
Building_B,2024-11-13,133
Building_B,2024-11-14,167
Building_B,2024-11-15,190
Building_B,2024-11-16,151
Building_B,2024-11-17,199
Building_B,2024-11-18,192
Building_B,2024-11-19,184
Building_B,2024-11-20,113
Building_B,2024-11-21,114
Building_B,2024-11-22,136
Building_B,2024-11-23,116
Building_B,2024-11-24,100
Building_B,2024-11-25,145
Building_B,2024-11-26,131
Building_B,2024-11-27,132
Building_B,2024-11-28,125
Building_B,2024-11-29,143
Building_B,2024-11-30,142
Building_B,2024-12-01,162
Building_B,2024-12-02,147
Building_B,2024-12-03,102
Building_B,2024-12-04,129
Building_B,2024-12-05,184
Building_B,2024-12-06,112
Building_B,2024-12-07,101
Building_B,2024-12-08,179
Building_B,2024-12-09,156
Building_B,2024-12-10,145
Building_B,2024-12-11,144
Building_B,2024-12-12,187
Building_B,2024-12-13,162
Building_B,2024-12-14,158
Building_B,2024-12-15,110
Building_B,2024-12-16,152
Building_B,2024-12-17,198
Building_B,2024-12-18,114
Building_B,2024-12-19,146
Building_B,2024-12-20,182
Building_B,2024-12-21,149
Building_B,2024-12-22,182
Building_B,2024-12-23,160
Building_B,2024-12-24,151
Building_B,2024-12-25,149
Building_B,2024-12-26,129
Building_B,2024-12-27,194
Building_B,2024-12-28,138
Building_B,2024-12-29,159
Building_B,2024-12-30,194
Building_B,2024-12-31,151
