building,timestamp,kwh
Building_A,2024-10-18,156
Building_A,2024-10-19,119
Building_A,2024-10-20,113
Building_A,2024-10-21,193
Building_A,2024-10-22,164
Building_A,2024-10-23,134
Building_A,2024-10-24,170
Building_A,2024-10-25,159
Building_A,2024-10-26,162
Building_A,2024-10-27,175
Building_A,2024-10-28,110
Building_A,2024-10-29,186
Building_A,2024-10-30,112
Building_A,2024-10-31,163
Building_A,2024-11-01,186
Building_A,2024-11-02,124
Building_A,2024-11-03,136
Building_A,2024-11-04,106
Building_A,2024-11-05,197
Building_A,2024-11-06,117
Building_A,2024-11-07,171
Building_A,2024-11-08,135
Building_A,2024-11-09,100
Building_A,2024-11-10,111
Building_A,2024-11-11,184
Building_A,2024-11-12,108
Building_A,2024-11-13,124
Building_A,2024-11-14,167
Building_A,2024-11-15,152
Building_A,2024-11-16,171
Building_A,2024-11-17,199
Building_A,2024-11-18,133
Building_A,2024-11-19,123
Building_A,2024-11-20,131
Building_A,2024-11-21,136
Building_A,2024-11-22,187
Building_A,2024-11-23,176
Building_A,2024-11-24,101
Building_A,2024-11-25,100
Building_A,2024-11-26,143
Building_A,2024-11-27,136
Building_A,2024-11-28,184
Building_A,2024-11-29,154
Building_A,2024-11-30,137
Building_A,2024-12-01,149
Building_A,2024-12-02,115
Building_A,2024-12-03,179
Building_A,2024-12-04,164
Building_A,2024-12-05,175
Building_A,2024-12-06,139
Building_A,2024-12-07,136
Building_A,2024-12-08,155
Building_A,2024-12-09,128
Building_A,2024-12-10,117
Building_A,2024-12-11,172
Building_A,2024-12-12,129
Building_A,2024-12-13,139
Building_A,2024-12-14,121
Building_A,2024-12-15,148
Building_A,2024-12-16,170
Building_A,2024-12-17,114
Building_A,2024-12-18,117
Building_A,2024-12-19,134
Building_A,2024-12-20,171
Building_A,2024-12-21,152
Building_A,2024-12-22,166
Building_A,2024-12-23,182
Building_A,2024-12-24,108
Building_A,2024-12-25,188
Building_A,2024-12-26,164
Building_A,2024-12-27,117
Building_A,2024-12-28,177
Building_A,2024-12-29,103
Building_A,2024-12-30,122
Building_A,2024-12-31,198
